Premium Price,Conversion,Customer Age,Customer Gender,Location,Vehicle Make,Vehicle Age,Coverage Type,Claims History,Discounts Offered,Policy Duration,Customer Loyalty,Marketing Channel,Competitor Pricing,Sales Campaigns
1046,0.0,31,Male,Suburban,BMW,8,Third-Party,3,170,12,9,Referral,1094,0
760,0.0,38,Male,Urban,Volkswagen,19,Comprehensive,4,142,12,8,Television,938,1
198,0.0,43,Other,Rural,BMW,16,Third-Party,0,396,6,9,Online,42,2
687,0.0,20,Other,Rural,Volkswagen,3,Collision,1,224,12,0,Social Media,865,1
381,0.0,68,Other,Rural,Mercedes,14,Collision,1,196,12,2,Social Media,579,2
502,0.0,57,Other,Urban,Nissan,10,Comprehensive,3,197,12,4,Social Media,669,4
1232,0.0,21,Other,Rural,Volkswagen,13,Third-Party,0,172,12,1,Referral,1428,1
799,0.0,53,Other,Rural,Honda,16,Third-Party,0,152,6,6,Agent,684,0
298,0.0,68,Other,Rural,BMW,12,Collision,4,152,6,5,Online,396,3
1426,0.0,60,Female,Rural,Kia,8,Third-Party,0,9,12,9,Agent,1535,2
426,0.0,18,Female,Suburban,Nissan,15,Third-Party,3,189,12,1,Agent,376,0
253,0.0,57,Female,Urban,Hyundai,7,Third-Party,0,11,6,7,Social Media,115,2
651,0.0,64,Female,Urban,Mercedes,13,Comprehensive,0,450,12,2,Agent,552,2
504,0.0,50,Male,Rural,Kia,14,Collision,1,28,6,3,Television,503,4
561,0.0,24,Female,Urban,Toyota,6,Liability,3,476,6,4,Agent,733,2
231,0.0,69,Male,Rural,Volkswagen,10,Comprehensive,2,42,6,5,Agent,197,3
890,0.0,69,Male,Rural,Mercedes,2,Collision,3,87,6,8,Social Media,1065,3
973,0.0,28,Male,Rural,Toyota,6,Comprehensive,3,343,6,8,Agent,834,3
183,0.0,44,Other,Urban,Chevrolet,4,Liability,2,472,6,8,Referral,237,0
853,0.0,31,Male,Suburban,Mercedes,8,Comprehensive,2,110,6,7,Online,1027,4
727,0.0,39,Male,Urban,Kia,19,Comprehensive,1,368,6,4,Television,881,0
1232,0.0,33,Male,Urban,Toyota,18,Liability,4,420,12,4,Online,1213,0
320,0.0,63,Other,Suburban,Kia,12,Third-Party,3,68,6,3,Referral,352,3
652,0.0,29,Female,Urban,BMW,18,Collision,3,118,12,6,Agent,785,0
1491,0.0,66,Female,Suburban,Honda,15,Liability,3,266,12,3,Social Media,1420,2
1270,0.0,63,Male,Rural,Nissan,1,Comprehensive,3,423,12,4,Online,1318,1
211,0.0,27,Male,Suburban,Volkswagen,0,Third-Party,1,362,12,8,Agent,13,2
714,0.0,41,Female,Rural,Honda,2,Comprehensive,3,246,12,6,Online,835,0
1023,0.0,63,Female,Suburban,Kia,11,Third-Party,2,318,6,8,Agent,1123,4
574,0.0,35,Female,Rural,Honda,5,Comprehensive,2,21,6,7,Social Media,771,2
935,0.0,39,Female,Urban,Honda,1,Collision,0,499,6,2,Referral,945,0
370,0.0,26,Male,Suburban,Mercedes,15,Collision,1,398,12,2,Online,406,4
520,0.0,34,Male,Urban,Mercedes,4,Comprehensive,0,392,6,1,Television,582,3
806,0.0,55,Male,Rural,Honda,11,Liability,3,497,12,2,Referral,608,1
1490,0.0,57,Female,Suburban,Mercedes,3,Comprehensive,1,325,6,9,Social Media,1674,0
1403,0.0,30,Other,Suburban,Hyundai,13,Comprehensive,1,191,12,2,Television,1263,2
1406,0.0,67,Female,Suburban,Volkswagen,16,Liability,4,89,12,2,Agent,1602,1
139,0.0,54,Female,Urban,Nissan,11,Liability,4,133,12,5,Online,-1,3
288,0.0,23,Other,Rural,Nissan,12,Comprehensive,0,351,6,8,Television,97,3
1287,0.0,38,Other,Urban,Volkswagen,16,Third-Party,0,298,12,6,Referral,1313,1
1093,0.0,68,Female,Suburban,Nissan,19,Collision,2,403,6,6,Television,1161,0
635,0.0,53,Other,Rural,Honda,14,Third-Party,2,124,6,6,Social Media,660,0
1127,0.0,24,Other,Rural,Volkswagen,8,Liability,2,354,12,0,Television,1171,4
389,0.0,53,Other,Urban,Volkswagen,9,Collision,1,426,12,3,Online,207,4
532,0.0,42,Female,Urban,Toyota,5,Comprehensive,3,189,6,8,Online,543,0
570,0.0,28,Female,Suburban,Kia,16,Collision,0,322,12,3,Agent,431,2
1304,0.0,61,Other,Suburban,BMW,11,Comprehensive,2,81,6,6,Television,1298,3
1371,0.0,31,Male,Suburban,BMW,8,Comprehensive,1,226,6,1,Television,1253,4
727,0.0,62,Other,Suburban,Toyota,1,Liability,4,179,6,5,Social Media,557,1
378,0.0,46,Other,Rural,Mercedes,15,Third-Party,3,457,6,4,Online,219,1
976,0.0,27,Female,Suburban,Mercedes,15,Liability,4,355,12,9,Referral,994,0
680,0.0,67,Male,Suburban,Chevrolet,0,Liability,4,477,12,1,Agent,746,1
962,0.0,65,Other,Suburban,Mercedes,10,Collision,3,409,6,2,Television,1000,1
353,0.0,22,Male,Urban,Mercedes,2,Third-Party,1,477,12,2,Agent,448,0
280,0.0,25,Female,Urban,Toyota,1,Third-Party,4,414,12,2,Television,410,2
780,0.0,63,Male,Urban,BMW,13,Third-Party,1,438,12,4,Television,933,0
924,0.0,22,Female,Suburban,Ford,0,Third-Party,4,323,6,9,Social Media,1093,3
799,0.0,41,Other,Rural,Nissan,5,Collision,2,312,6,8,Television,799,4
665,0.0,57,Female,Suburban,Hyundai,6,Collision,3,151,6,6,Agent,807,2
1449,0.0,43,Male,Urban,Hyundai,1,Liability,0,448,6,5,Agent,1640,2
1480,0.0,23,Male,Urban,Hyundai,1,Liability,3,153,12,3,Social Media,1612,1
779,0.0,33,Male,Suburban,Nissan,14,Third-Party,4,304,6,4,Social Media,740,4
490,0.0,53,Other,Rural,Nissan,4,Liability,4,220,6,5,Agent,540,4
1208,0.0,29,Male,Rural,Toyota,12,Collision,2,293,12,7,Agent,1216,2
1440,0.0,28,Male,Rural,Mercedes,18,Liability,2,35,6,8,Television,1415,3
311,0.0,20,Male,Urban,BMW,18,Comprehensive,3,121,6,1,Online,218,3
483,0.0,61,Female,Urban,Volkswagen,14,Liability,0,181,6,7,Agent,384,1
441,0.0,54,Male,Rural,Volkswagen,0,Collision,3,392,6,7,Referral,639,1
943,0.0,23,Female,Suburban,Chevrolet,2,Third-Party,0,425,6,6,Online,1029,3
1161,0.0,36,Male,Rural,Toyota,17,Comprehensive,1,95,12,3,Referral,1007,4
519,0.0,35,Female,Suburban,Mercedes,16,Comprehensive,4,484,12,8,Online,366,3
850,0.0,33,Female,Urban,Kia,7,Comprehensive,1,103,6,6,Agent,1036,2
1292,0.0,40,Other,Urban,Toyota,10,Liability,3,81,12,4,Social Media,1392,0
1466,0.0,60,Other,Urban,BMW,19,Liability,0,23,12,3,Social Media,1443,0
405,0.0,54,Female,Rural,BMW,7,Comprehensive,0,167,12,5,Agent,495,0
801,0.0,26,Female,Rural,Honda,5,Comprehensive,1,337,6,5,Online,636,4
968,0.0,20,Other,Urban,BMW,5,Third-Party,2,102,12,8,Agent,985,3
636,0.0,25,Female,Urban,Mercedes,5,Third-Party,2,263,12,6,Online,562,2
1235,0.0,55,Other,Urban,BMW,1,Comprehensive,1,230,12,0,Agent,1086,2
305,0.0,21,Other,Rural,Toyota,9,Third-Party,2,181,12,3,Referral,384,1
1308,0.0,29,Male,Rural,Nissan,9,Collision,0,114,6,3,Agent,1369,4
595,0.0,61,Male,Urban,Honda,8,Liability,3,266,6,4,Online,721,2
1170,0.0,48,Other,Rural,Nissan,2,Third-Party,2,362,12,4,Television,1277,1
603,0.0,42,Other,Rural,BMW,1,Collision,0,226,12,9,Social Media,430,4
1145,0.0,33,Female,Rural,Honda,3,Liability,3,215,6,3,Television,989,2
312,0.0,59,Other,Rural,Mercedes,7,Third-Party,0,499,6,2,Agent,189,3
409,0.0,31,Other,Urban,Toyota,8,Liability,4,460,12,5,Online,247,2
760,0.0,30,Male,Urban,Mercedes,1,Collision,3,350,12,1,Social Media,698,4
852,0.0,58,Other,Rural,Chevrolet,15,Collision,4,377,12,8,Agent,855,1
371,0.0,24,Female,Urban,Chevrolet,5,Liability,2,439,12,5,Television,540,4
1037,0.0,29,Other,Urban,BMW,7,Comprehensive,2,477,12,4,Social Media,1085,0
1325,0.0,54,Male,Urban,Hyundai,2,Third-Party,0,412,6,2,Agent,1302,2
131,0.0,67,Male,Suburban,Toyota,10,Comprehensive,1,297,6,3,Social Media,92,0
542,0.0,21,Male,Urban,Honda,19,Collision,0,261,12,5,Referral,632,3
261,0.0,19,Male,Urban,Chevrolet,4,Liability,4,2,12,2,Social Media,176,1
866,0.0,52,Other,Rural,Ford,11,Third-Party,3,475,6,9,Referral,910,3
353,0.0,61,Female,Rural,Hyundai,10,Third-Party,1,329,12,6,Social Media,431,4
620,0.0,20,Female,Suburban,Nissan,4,Comprehensive,0,353,6,4,Social Media,548,2
1076,0.0,21,Female,Suburban,Toyota,19,Third-Party,4,320,12,9,Social Media,1035,1
109,0.0,55,Other,Urban,Hyundai,19,Third-Party,4,395,12,0,Referral,6,0
825,0.0,29,Other,Urban,Mercedes,2,Third-Party,2,35,6,8,Agent,806,0
604,0.0,36,Other,Rural,Ford,8,Collision,0,183,6,8,Television,517,4
884,0.0,27,Female,Urban,Toyota,17,Comprehensive,0,179,12,0,Social Media,1017,0
535,0.0,18,Other,Urban,Mercedes,11,Collision,4,375,6,3,Television,531,4
1234,0.0,34,Other,Urban,Nissan,3,Liability,0,124,6,3,Television,1249,1
252,0.0,33,Male,Urban,Kia,6,Liability,2,159,6,9,Social Media,383,3
1016,0.0,26,Male,Urban,Mercedes,19,Comprehensive,1,439,12,7,Referral,1137,2
968,0.0,26,Female,Urban,Nissan,10,Liability,4,394,12,1,Online,1150,3
1225,0.0,26,Male,Urban,Mercedes,1,Collision,2,384,6,6,Online,1165,3
852,0.0,29,Male,Urban,Volkswagen,11,Collision,2,111,12,7,Online,874,2
1314,0.0,58,Male,Rural,Ford,8,Collision,3,133,6,2,Social Media,1159,1
662,0.0,32,Other,Suburban,Hyundai,5,Collision,1,474,6,9,Television,837,4
1204,0.0,19,Male,Urban,Hyundai,6,Comprehensive,2,334,6,2,Online,1036,0
588,0.0,28,Male,Rural,Hyundai,5,Third-Party,3,201,6,8,Social Media,428,2
994,0.0,28,Male,Urban,Nissan,17,Liability,3,151,6,7,Social Media,1009,3
1211,0.0,25,Other,Urban,Hyundai,12,Comprehensive,0,327,12,0,Social Media,1011,2
1317,0.0,49,Female,Suburban,Toyota,8,Third-Party,2,336,12,1,Referral,1381,1
203,0.0,23,Other,Rural,Honda,18,Comprehensive,4,407,12,3,Agent,189,2
1219,0.0,37,Other,Urban,Ford,3,Liability,0,76,12,5,Referral,1139,0
1321,0.0,56,Male,Suburban,Toyota,3,Comprehensive,1,264,6,2,Television,1208,3
1124,0.0,52,Female,Suburban,BMW,12,Liability,4,442,12,3,Social Media,949,0
1106,0.0,25,Male,Urban,Toyota,10,Comprehensive,4,253,6,3,Referral,944,0
506,0.0,67,Male,Urban,Honda,1,Comprehensive,3,69,6,9,Online,615,0
266,0.0,66,Female,Rural,Mercedes,5,Collision,2,476,6,6,Agent,438,0
608,0.0,60,Female,Rural,Mercedes,11,Comprehensive,3,22,12,6,Social Media,557,2
412,0.0,51,Other,Urban,Honda,7,Comprehensive,3,341,12,6,Referral,564,2
862,0.0,36,Female,Urban,Chevrolet,4,Third-Party,2,212,6,3,Online,886,3
780,0.0,24,Other,Suburban,Nissan,19,Collision,2,272,12,4,Online,978,4
576,0.0,48,Other,Rural,Mercedes,8,Liability,2,97,12,3,Referral,730,4
172,0.0,35,Male,Urban,Ford,3,Collision,3,473,6,8,Referral,316,0
1264,0.0,57,Male,Urban,Hyundai,8,Comprehensive,2,497,12,3,Television,1162,1
681,0.0,31,Male,Rural,Mercedes,11,Liability,2,122,12,0,Social Media,505,0
361,0.0,56,Female,Urban,Ford,3,Comprehensive,4,24,12,7,Online,270,1
1463,0.0,53,Female,Suburban,Nissan,16,Collision,3,367,6,5,Television,1363,1
1431,0.0,34,Other,Suburban,Kia,19,Collision,2,37,6,1,Online,1599,0
344,0.0,54,Other,Urban,Kia,1,Comprehensive,3,258,12,0,Referral,266,3
1460,0.0,61,Other,Rural,Chevrolet,12,Comprehensive,1,194,12,9,Online,1525,1
660,0.0,26,Female,Suburban,Toyota,14,Comprehensive,0,269,12,6,Online,667,0
1199,0.0,37,Other,Rural,Kia,7,Third-Party,4,489,12,7,Social Media,1107,0
274,0.0,62,Other,Rural,Hyundai,5,Collision,4,265,12,9,Referral,379,0
208,0.0,45,Female,Rural,Kia,8,Third-Party,3,65,12,8,Online,36,1
282,0.0,67,Male,Suburban,Volkswagen,10,Collision,2,198,6,3,Agent,395,2
291,0.0,37,Female,Suburban,BMW,11,Collision,3,141,12,6,Television,350,1
164,0.0,58,Other,Urban,Honda,1,Liability,0,240,6,4,Online,31,2
1062,0.0,53,Male,Rural,Chevrolet,1,Liability,4,208,12,1,Online,940,2
1223,0.0,44,Female,Suburban,Honda,10,Collision,4,125,6,2,Television,1277,3
963,0.0,25,Male,Suburban,Kia,7,Liability,0,265,6,7,Online,894,4
1251,0.0,49,Male,Urban,Volkswagen,5,Collision,3,354,6,9,Referral,1063,0
468,0.0,18,Other,Suburban,BMW,17,Collision,4,304,12,4,Online,445,0
950,0.0,34,Female,Suburban,Volkswagen,10,Comprehensive,2,492,6,2,Referral,802,1
142,0.0,26,Other,Suburban,Toyota,5,Liability,3,474,6,7,Referral,-3,4
587,0.0,37,Female,Urban,Hyundai,8,Third-Party,2,445,6,6,Referral,712,3
177,0.0,62,Female,Urban,Kia,13,Third-Party,1,175,6,6,Television,301,0
925,0.0,49,Female,Rural,Honda,18,Liability,0,386,12,6,Referral,779,1
1393,0.0,19,Male,Suburban,Toyota,5,Collision,4,46,6,4,Online,1481,3
773,0.0,49,Male,Urban,Honda,19,Third-Party,0,59,6,3,Social Media,641,4
800,0.0,62,Other,Urban,Ford,18,Liability,0,280,6,5,Referral,839,1
858,0.0,26,Female,Urban,Nissan,9,Third-Party,2,134,6,5,Online,715,3
827,0.0,47,Female,Rural,Kia,13,Comprehensive,4,332,6,5,Online,918,4
1438,0.0,37,Male,Rural,Chevrolet,4,Collision,1,120,12,7,Agent,1506,0
1024,0.0,55,Female,Rural,Nissan,11,Comprehensive,0,166,6,5,Online,1171,4
1001,0.0,18,Other,Rural,Honda,18,Third-Party,2,42,12,9,Agent,935,1
988,0.0,22,Female,Rural,Mercedes,1,Collision,2,45,12,3,Online,844,0
1092,0.0,52,Female,Suburban,Nissan,14,Collision,4,216,6,9,Referral,1028,2
1291,0.0,53,Male,Suburban,Nissan,5,Collision,3,298,12,9,Agent,1372,1
438,0.0,18,Female,Urban,BMW,7,Liability,3,284,12,3,Agent,590,2
292,0.0,31,Other,Rural,Mercedes,13,Liability,1,338,6,4,Agent,402,4
382,0.0,26,Other,Rural,Honda,2,Collision,2,102,6,6,Referral,204,3
1459,0.0,47,Other,Urban,Chevrolet,5,Collision,3,85,6,0,Social Media,1615,0
489,0.0,41,Other,Suburban,Mercedes,10,Collision,0,193,12,0,Referral,472,1
1099,0.0,21,Male,Rural,Honda,8,Comprehensive,1,213,6,4,Social Media,1052,0
624,0.0,67,Female,Rural,Nissan,16,Comprehensive,0,354,12,4,Referral,539,4
1363,0.0,31,Male,Rural,Honda,18,Third-Party,3,225,6,0,Online,1237,4
758,0.0,42,Other,Suburban,Hyundai,1,Collision,2,196,6,6,Referral,634,3
815,0.0,21,Female,Suburban,Chevrolet,7,Collision,3,154,12,6,Social Media,666,3
990,0.0,42,Male,Rural,Ford,9,Comprehensive,1,337,6,3,Television,978,1
1212,0.0,27,Female,Rural,Mercedes,2,Third-Party,1,367,12,1,Online,1283,0
1218,0.0,52,Other,Urban,Hyundai,9,Third-Party,0,2,12,1,Agent,1366,1
551,0.0,24,Other,Urban,Kia,1,Collision,0,311,6,3,Referral,498,2
527,0.0,59,Female,Suburban,Kia,6,Liability,1,366,12,1,Online,422,4
1274,0.0,30,Female,Urban,Ford,0,Third-Party,0,319,6,0,Social Media,1325,2
1499,0.0,21,Other,Rural,Chevrolet,11,Third-Party,4,276,6,0,Agent,1371,2
1145,0.0,67,Male,Suburban,BMW,4,Collision,1,23,6,7,Social Media,1076,0
982,0.0,60,Other,Urban,Hyundai,8,Collision,0,473,12,1,Online,1087,2
412,0.0,53,Female,Suburban,Nissan,11,Collision,3,147,12,8,Online,509,2
939,0.0,31,Male,Rural,BMW,10,Comprehensive,2,307,12,1,Online,849,3
618,0.0,35,Other,Urban,Mercedes,11,Collision,4,12,6,3,Online,555,1
1329,0.0,25,Female,Urban,Hyundai,2,Liability,4,453,6,6,Social Media,1516,3
474,0.0,49,Female,Urban,Chevrolet,11,Liability,2,217,6,6,Television,329,0
550,0.0,44,Female,Rural,Ford,0,Third-Party,2,495,12,9,Online,552,1
1114,0.0,59,Male,Suburban,BMW,5,Comprehensive,3,170,12,7,Agent,1235,1
694,0.0,54,Male,Urban,Nissan,10,Third-Party,2,349,6,2,Social Media,713,4
1302,0.0,40,Male,Suburban,Chevrolet,1,Comprehensive,4,77,6,0,Referral,1291,4
1333,0.0,24,Male,Suburban,Toyota,7,Collision,3,238,12,3,Referral,1272,2
599,0.0,29,Female,Suburban,Volkswagen,10,Third-Party,2,244,12,2,Social Media,438,1
563,0.0,42,Female,Rural,BMW,11,Liability,3,420,12,3,Social Media,663,1
1247,0.0,20,Male,Rural,Kia,18,Comprehensive,3,101,12,5,Online,1294,4
212,0.0,43,Male,Urban,Ford,19,Third-Party,0,29,6,0,Social Media,237,2
1135,0.0,21,Female,Urban,Honda,8,Liability,2,270,12,0,Agent,970,4
1249,0.0,59,Other,Suburban,Kia,10,Liability,0,466,12,1,Referral,1358,1
430,0.0,53,Other,Suburban,Kia,17,Collision,4,202,6,9,Agent,268,0
1406,0.0,32,Female,Suburban,BMW,8,Comprehensive,3,211,6,9,Agent,1595,4
239,0.0,49,Male,Rural,Chevrolet,14,Third-Party,4,152,6,2,Online,359,3
1001,0.0,46,Male,Rural,Hyundai,17,Liability,3,165,6,4,Social Media,812,4
1220,0.0,27,Female,Urban,Hyundai,7,Comprehensive,2,42,12,8,Referral,1273,1
616,0.0,38,Other,Suburban,Volkswagen,3,Collision,1,413,6,5,Referral,416,2
668,0.0,33,Female,Suburban,Ford,12,Comprehensive,2,39,12,4,Referral,551,1
945,0.0,64,Female,Rural,BMW,14,Comprehensive,3,442,12,7,Agent,908,2
1192,0.0,36,Female,Urban,Volkswagen,7,Third-Party,1,150,12,0,Referral,1157,1
217,0.0,46,Male,Suburban,Volkswagen,15,Comprehensive,1,43,6,6,Referral,275,3
987,0.0,69,Male,Suburban,Nissan,10,Collision,2,80,6,7,Agent,964,3
1182,0.0,68,Male,Urban,Chevrolet,12,Liability,4,256,12,8,Online,1154,2
1156,0.0,35,Other,Suburban,Honda,6,Third-Party,2,489,12,8,Agent,1103,3
1441,0.0,61,Female,Rural,Volkswagen,17,Liability,3,461,6,7,Agent,1478,0
149,0.0,33,Female,Urban,Volkswagen,7,Comprehensive,4,102,6,9,Online,122,0
118,0.0,18,Other,Suburban,Kia,1,Collision,3,380,12,2,Television,245,3
825,0.0,65,Male,Suburban,BMW,2,Liability,4,337,6,5,Television,763,4
296,0.0,19,Female,Rural,Honda,9,Collision,0,40,6,4,Social Media,459,3
658,0.0,32,Other,Rural,BMW,6,Comprehensive,4,317,12,2,Social Media,842,2
551,0.0,56,Male,Rural,Chevrolet,6,Comprehensive,0,187,6,1,Agent,380,3
388,0.0,45,Male,Suburban,Volkswagen,3,Liability,3,207,12,1,Social Media,247,3
1264,0.0,18,Female,Suburban,Ford,7,Third-Party,2,393,6,9,Television,1243,2
1207,0.0,22,Male,Suburban,Volkswagen,18,Collision,3,107,12,9,Social Media,1026,0
490,0.0,59,Other,Urban,Kia,11,Collision,2,328,12,9,Television,399,4
314,0.0,39,Male,Rural,Mercedes,9,Collision,0,333,6,3,Television,399,1
314,0.0,53,Female,Urban,Chevrolet,13,Comprehensive,2,193,6,8,Agent,414,4
227,0.0,63,Other,Rural,Honda,11,Comprehensive,3,56,6,1,Social Media,230,1
859,0.0,30,Male,Suburban,Kia,19,Liability,3,120,12,4,Social Media,926,3
503,0.0,18,Male,Urban,BMW,3,Liability,3,297,6,7,Online,674,0
1152,0.0,33,Male,Urban,Mercedes,18,Comprehensive,4,437,12,9,Online,1246,3
437,0.0,58,Other,Rural,Toyota,6,Third-Party,3,84,12,1,Television,302,1
930,0.0,39,Male,Urban,Toyota,0,Collision,4,425,6,6,Agent,944,0
813,0.0,49,Female,Urban,Kia,7,Collision,1,65,12,5,Referral,990,1
460,0.0,33,Other,Suburban,Honda,10,Comprehensive,0,69,12,0,Social Media,435,3
668,0.0,68,Other,Rural,Ford,0,Third-Party,1,394,12,6,Social Media,736,1
317,0.0,32,Male,Urban,Toyota,0,Third-Party,1,232,6,9,Television,434,0
301,0.0,63,Other,Suburban,Volkswagen,3,Third-Party,4,450,6,8,Television,118,4
116,0.0,69,Female,Urban,Toyota,3,Third-Party,4,242,6,0,Social Media,62,3
421,0.0,59,Other,Suburban,Kia,10,Third-Party,0,266,6,1,Television,375,1
617,0.0,29,Female,Urban,Volkswagen,0,Liability,0,3,6,6,Agent,811,1
1448,0.0,18,Male,Suburban,BMW,9,Comprehensive,0,78,6,0,Social Media,1277,4
1441,0.0,34,Other,Suburban,Chevrolet,3,Comprehensive,3,217,6,1,Social Media,1369,0
780,0.0,58,Female,Rural,Volkswagen,6,Comprehensive,3,378,6,2,Online,715,2
1205,0.0,68,Male,Suburban,Volkswagen,1,Collision,0,235,12,1,Television,1067,2
524,0.0,67,Female,Urban,Volkswagen,12,Third-Party,4,483,12,1,Online,473,2
1327,0.0,45,Other,Suburban,Honda,18,Third-Party,1,78,6,1,Television,1274,3
1118,0.0,24,Other,Suburban,Volkswagen,3,Collision,0,176,12,6,Referral,1251,2
486,0.0,26,Female,Urban,Toyota,5,Third-Party,0,241,12,9,Social Media,427,2
877,0.0,39,Male,Urban,Chevrolet,16,Third-Party,1,405,6,3,Online,1012,4
197,0.0,43,Male,Suburban,BMW,8,Third-Party,2,164,6,3,Social Media,143,2
1468,0.0,29,Male,Urban,Mercedes,1,Third-Party,0,393,6,7,Online,1562,1
307,0.0,24,Male,Suburban,BMW,19,Third-Party,0,275,6,4,Online,486,4
685,0.0,63,Female,Suburban,BMW,5,Liability,3,351,6,0,Referral,577,1
265,0.0,64,Other,Suburban,BMW,17,Comprehensive,1,328,6,1,Social Media,358,3
121,0.0,32,Female,Urban,Hyundai,14,Liability,0,177,6,9,Agent,226,4
253,0.0,55,Other,Rural,Kia,15,Third-Party,0,158,12,2,Television,442,1
1418,0.0,38,Other,Rural,Kia,0,Comprehensive,2,299,6,3,Social Media,1243,1
318,0.0,31,Female,Suburban,Honda,9,Comprehensive,1,487,12,8,Television,294,0
768,0.0,19,Female,Suburban,Ford,9,Comprehensive,0,30,12,9,Agent,667,0
329,0.0,25,Male,Urban,Kia,5,Comprehensive,2,475,6,9,Agent,148,0
119,0.0,62,Other,Rural,Ford,3,Collision,0,330,6,4,Television,279,0
652,0.0,23,Male,Rural,Volkswagen,13,Comprehensive,4,483,12,5,Television,604,2
1049,0.0,54,Male,Rural,BMW,16,Collision,2,40,6,2,Television,984,3
247,0.0,54,Female,Urban,BMW,2,Collision,4,3,12,1,Agent,157,2
1231,0.0,50,Male,Urban,Mercedes,1,Comprehensive,0,369,12,1,Agent,1134,3
502,0.0,58,Male,Urban,Hyundai,17,Third-Party,2,269,12,5,Agent,429,4
695,0.0,23,Male,Suburban,Nissan,16,Third-Party,1,173,12,5,Social Media,515,3
466,0.0,69,Female,Urban,BMW,12,Comprehensive,3,309,12,6,Television,468,2
1432,0.0,43,Male,Suburban,BMW,18,Comprehensive,0,476,6,8,Social Media,1628,4
901,0.0,56,Male,Suburban,Kia,9,Collision,2,91,12,2,Referral,875,4
1017,0.0,58,Female,Suburban,Hyundai,3,Liability,4,383,12,6,Agent,1205,4
1257,0.0,54,Female,Suburban,Hyundai,16,Collision,2,88,6,6,Social Media,1146,0
1406,0.0,31,Female,Urban,Ford,15,Third-Party,1,86,12,7,Agent,1276,2
172,0.0,54,Other,Urban,Nissan,18,Liability,2,32,6,4,Online,112,0
580,0.0,25,Female,Rural,Kia,13,Liability,4,413,6,2,Television,619,1
1475,0.0,56,Other,Rural,Toyota,19,Liability,0,136,12,1,Agent,1362,4
659,0.0,30,Female,Suburban,Chevrolet,14,Collision,4,165,6,3,Television,826,4
1449,0.0,30,Female,Rural,Ford,18,Collision,4,88,12,7,Social Media,1400,4
844,0.0,57,Female,Rural,Kia,2,Comprehensive,4,81,12,4,Online,869,2
199,0.0,60,Other,Rural,Hyundai,19,Collision,3,42,12,0,Television,37,4
1182,0.0,45,Male,Suburban,Mercedes,19,Collision,0,134,12,2,Referral,1177,2
607,0.0,35,Female,Rural,Chevrolet,15,Liability,3,343,12,4,Agent,490,1
357,0.0,36,Other,Urban,Honda,6,Liability,2,295,6,5,Television,361,1
512,0.0,55,Female,Suburban,Chevrolet,17,Collision,0,340,6,1,Referral,368,1
1188,0.0,49,Male,Urban,Ford,7,Third-Party,0,118,12,7,Television,1298,0
694,0.0,39,Other,Suburban,BMW,13,Liability,2,317,12,6,Social Media,809,4
1277,0.0,19,Female,Urban,Hyundai,17,Comprehensive,2,182,12,6,Agent,1385,1
365,0.0,30,Female,Rural,Mercedes,0,Third-Party,4,34,12,6,Agent,521,3
920,0.0,40,Female,Suburban,Ford,19,Liability,0,170,6,4,Referral,870,2
1202,0.0,42,Male,Urban,Mercedes,5,Comprehensive,1,10,12,1,Online,1173,3
1438,0.0,45,Other,Suburban,Hyundai,12,Liability,4,385,12,7,Online,1314,1
761,0.0,28,Female,Urban,Chevrolet,0,Comprehensive,0,334,6,2,Referral,928,0
1046,0.0,50,Female,Rural,Toyota,18,Liability,2,78,6,2,Television,1159,0
659,0.0,41,Other,Suburban,Ford,6,Liability,2,132,6,1,Online,833,3
1016,0.0,19,Male,Suburban,BMW,15,Collision,1,371,6,1,Agent,1180,1
990,0.0,47,Male,Urban,Kia,13,Third-Party,0,167,6,1,Referral,1187,4
1371,0.0,34,Male,Urban,Nissan,1,Third-Party,3,463,12,5,Referral,1334,2
967,0.0,57,Male,Rural,Volkswagen,6,Collision,4,235,12,7,Agent,822,2
709,0.0,51,Male,Urban,Honda,19,Liability,0,301,12,2,Online,677,0
513,0.0,55,Female,Urban,Hyundai,19,Third-Party,3,20,12,5,Social Media,701,3
124,0.0,39,Female,Urban,Ford,14,Comprehensive,2,492,6,2,Referral,-2,1
383,0.0,22,Female,Rural,Chevrolet,13,Comprehensive,2,136,6,8,Television,326,1
980,0.0,65,Other,Rural,Chevrolet,0,Liability,3,326,6,0,Referral,1111,4
400,0.0,57,Male,Suburban,Mercedes,16,Liability,3,154,6,6,Social Media,472,4
1191,0.0,68,Other,Rural,Kia,15,Comprehensive,1,272,6,7,Agent,1149,1
1130,0.0,33,Male,Urban,Mercedes,4,Liability,0,65,12,8,Online,1129,1
916,0.0,30,Male,Suburban,Honda,2,Collision,2,231,12,4,Agent,1111,2
1260,0.0,43,Other,Rural,Hyundai,19,Third-Party,4,25,12,5,Agent,1451,3
1287,0.0,48,Female,Rural,BMW,18,Comprehensive,2,364,6,4,Online,1355,2
182,0.0,69,Other,Urban,Ford,1,Collision,0,199,12,9,Agent,356,4
1196,0.0,56,Female,Urban,Mercedes,13,Comprehensive,3,497,12,4,Agent,1146,0
1360,0.0,65,Male,Rural,Honda,18,Comprehensive,1,172,12,6,Referral,1420,1
145,0.0,40,Female,Suburban,Volkswagen,12,Liability,2,182,6,3,Television,203,1
